pair_id,customer_tweet_id,customer_clean_text,support_response,gold_intent,gold_should_escalate,human_quality_rating
pair_gold_134,tw_gold_134,Order #40134-900402 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_135,tw_gold_135,Charged $14.99 for Prime subscription #40135-900405 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_136,tw_gold_136,Why am I not getting free 1-day delivery on Prime eligible item order #40136-900408?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_137,tw_gold_137,What are customer service contact hours for Amazon Pharmacy order #40137-900411?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_138,tw_gold_138,Great customer support service on my recent inquiry #40138-900414. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_139,tw_gold_139,Tracking for order #40139-900417 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_140,tw_gold_140,"Estimated delivery was 2 PM today for #40140-900420. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_141,tw_gold_141,"Returned item #40141-900423 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_142,tw_gold_142,How long does a refund take for order #40142-900426 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_143,tw_gold_143,Can I cancel order #40143-900429? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_144,tw_gold_144,Unrecognized charge of $67.99 on my card under Amazon Market. Order #40144-900432.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_145,tw_gold_145,Payment failed for order #40145-900435 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_146,tw_gold_146,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_147,tw_gold_147,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_148,tw_gold_148,Box for order #40148-900444 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_149,tw_gold_149,Order #40149-900447 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_150,tw_gold_150,Charged $14.99 for Prime subscription #40150-900450 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_151,tw_gold_151,Why am I not getting free 1-day delivery on Prime eligible item order #40151-900453?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_152,tw_gold_152,What are customer service contact hours for Amazon Pharmacy order #40152-900456?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_153,tw_gold_153,Great customer support service on my recent inquiry #40153-900459. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_154,tw_gold_154,Tracking for order #40154-900462 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_155,tw_gold_155,"Estimated delivery was 2 PM today for #40155-900465. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_156,tw_gold_156,"Returned item #40156-900468 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_157,tw_gold_157,How long does a refund take for order #40157-900471 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_158,tw_gold_158,Can I cancel order #40158-900474? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_159,tw_gold_159,Unrecognized charge of $92.99 on my card under Amazon Market. Order #40159-900477.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_160,tw_gold_160,Payment failed for order #40160-900480 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_161,tw_gold_161,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_162,tw_gold_162,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_163,tw_gold_163,Box for order #40163-900489 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_164,tw_gold_164,Order #40164-900492 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_165,tw_gold_165,Charged $14.99 for Prime subscription #40165-900495 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_166,tw_gold_166,Why am I not getting free 1-day delivery on Prime eligible item order #40166-900498?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_167,tw_gold_167,What are customer service contact hours for Amazon Pharmacy order #40167-900501?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_168,tw_gold_168,Great customer support service on my recent inquiry #40168-900504. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_169,tw_gold_169,Tracking for order #40169-900507 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_170,tw_gold_170,"Estimated delivery was 2 PM today for #40170-900510. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_171,tw_gold_171,"Returned item #40171-900513 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_172,tw_gold_172,How long does a refund take for order #40172-900516 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_173,tw_gold_173,Can I cancel order #40173-900519? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_174,tw_gold_174,Unrecognized charge of $37.99 on my card under Amazon Market. Order #40174-900522.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_175,tw_gold_175,Payment failed for order #40175-900525 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_176,tw_gold_176,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_177,tw_gold_177,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_178,tw_gold_178,Box for order #40178-900534 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_179,tw_gold_179,Order #40179-900537 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_180,tw_gold_180,Charged $14.99 for Prime subscription #40180-900540 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_181,tw_gold_181,Why am I not getting free 1-day delivery on Prime eligible item order #40181-900543?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_182,tw_gold_182,What are customer service contact hours for Amazon Pharmacy order #40182-900546?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_183,tw_gold_183,Great customer support service on my recent inquiry #40183-900549. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_184,tw_gold_184,Tracking for order #40184-900552 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_185,tw_gold_185,"Estimated delivery was 2 PM today for #40185-900555. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
pair_gold_186,tw_gold_186,"Returned item #40186-900558 via UPS locker 3 days ago, still waiting for credit card refund.",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,4.5
pair_gold_187,tw_gold_187,How long does a refund take for order #40187-900561 after dropoff at Kohl's?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,REFUND_RETURN,False,3.5
pair_gold_188,tw_gold_188,Can I cancel order #40188-900564? It was placed by mistake 10 minutes ago.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,CANCELLATION,False,4.0
pair_gold_189,tw_gold_189,Unrecognized charge of $62.99 on my card under Amazon Market. Order #40189-900567.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,4.5
pair_gold_190,tw_gold_190,Payment failed for order #40190-900570 but my bank account shows funds deducted.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PAYMENT_CHARGE,True,3.0
pair_gold_191,tw_gold_191,Cannot receive 2FA verification SMS for my account login. Need help resetting.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,4.0
pair_gold_192,tw_gold_192,My account email was changed without my authorization. Please lock account!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,ACCOUNT_ACCESS,True,5.0
pair_gold_193,tw_gold_193,Box for order #40193-900579 arrived crushed and internal monitor screen is cracked.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,4.5
pair_gold_194,tw_gold_194,Order #40194-900582 missing 1 out of 3 items listed on packing slip.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DAMAGED_WRONG_MISSING_ITEM,False,3.5
pair_gold_195,tw_gold_195,Charged $14.99 for Prime subscription #40195-900585 without my consent. Cancel please.,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.0
pair_gold_196,tw_gold_196,Why am I not getting free 1-day delivery on Prime eligible item order #40196-900588?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,PRIME_SUBSCRIPTION,False,4.5
pair_gold_197,tw_gold_197,What are customer service contact hours for Amazon Pharmacy order #40197-900591?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,3.0
pair_gold_198,tw_gold_198,Great customer support service on my recent inquiry #40198-900594. Thank you Amazon!,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,GENERAL_OTHER,False,5.0
pair_gold_199,tw_gold_199,Tracking for order #40199-900597 has not updated for 6 days. Is it lost in transit?,We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,5.0
pair_gold_200,tw_gold_200,"Estimated delivery was 2 PM today for #40200-900600. Courier shows delayed, when will it arrive?",We apologize for the issue! Please send us a Direct Message (DM) with your order details so our team can assist you right away.,DELIVERY_STATUS,False,4.0
